Timestamp,Symbol,Token,NonZeroPosition,NetQty,BuyQty,SellQty,BuyAvg,SellAvg,ProductType,Remarks,LTP,MTM,PnL,RawMTM
2025-10-09 14:10:01,JNKINDIA-EQ,23621,No,0,10,10,325.75,319.0,I,,312.8,0.0,-67.5,-67.5
2025-10-09 14:10:01,HINDZINC-EQ,1424,No,0,10,10,496.55,510.85,I,,508.3,0.0,143.0,143.0000000000001
2025-10-09 14:10:01,LATENTVIEW-EQ,6818,Yes,10,10,0,431.1,0.0,I,,428.5,-26.0,-0.0,0
2025-10-09 14:10:01,NYKAA-EQ,6545,Yes,10,10,0,260.47,0.0,I,,263.73,32.6,-0.0,0
2025-10-09 14:10:01,COMSYN-EQ,21578,Yes,10,10,0,156.37,0.0,I,,157.65,12.81,-0.0,0
2025-10-09 14:10:01,VEDL-EQ,3063,Yes,10,10,0,478.8,0.0,I,,479.15,3.5,-0.0,0
2025-10-09 14:10:01,GMBREW-EQ,1168,No,0,10,10,868.71,870.0,I,,886.05,0.0,12.9,12.899999999999636
2025-10-09 14:10:01,SDBL-EQ,1338,Yes,10,10,0,126.94,0.0,I,,125.59,-13.5,-0.0,0
2025-10-09 14:10:01,MOIL-EQ,20830,Yes,10,70,60,383.48,383.58,I,,383.8,3.24,6.46,5.999999999997954
2025-10-09 15:15:14,HDFCVALUE-EQ,11260,No,0,10,10,133.87,133.8,I,,134.41,0.0,-0.7,-0.6999999999999318
2025-10-09 15:15:14,MIDQ50ADD-EQ,7456,No,0,10,10,248.66,248.66,I,,250.35,0.0,-0.05,0.0
2025-10-09 15:15:14,SBIETFCON-EQ,5168,No,0,10,10,125.99,125.18,I,,125.75,0.0,-8.1,-8.09999999999988
2025-10-09 15:15:15,ABINFRA-EQ,27020,No,0,10,10,205.99,201.21,I,,200.0,0.0,-47.8,-47.80000000000001
2025-10-09 15:15:15,PPLPHARMA-EQ,11571,No,0,10,10,197.74,197.84,I,,197.81,0.0,1.0,0.9999999999999432
2025-10-09 15:15:15,ADANIENSOL-EQ,10217,No,0,10,10,930.2,932.3,I,,931.3,0.0,21.0,20.99999999999909
2025-10-09 15:15:15,MARKSANS-EQ,10579,No,0,10,10,168.81,168.4,I,,168.4,0.0,-4.1,-4.099999999999966
2025-10-09 15:15:15,BLACKBUCK-EQ,27144,No,0,10,10,633.2,678.85,I,,678.4,0.0,456.5,456.4999999999998
2025-10-09 15:15:15,BIOCON-EQ,11373,No,0,10,10,355.0,352.2,I,,352.2,0.0,-28.0,-28.000000000000114
2025-10-09 15:15:15,SRM-EQ,23402,No,0,10,10,582.7,575.2,I,,572.0,0.0,-75.0,-75.0
2025-10-09 15:15:15,JNKINDIA-EQ,23621,No,0,10,10,325.75,319.0,I,,314.1,0.0,-67.5,-67.5
2025-10-09 15:15:15,HINDZINC-EQ,1424,No,0,10,10,496.55,510.85,I,,513.0,0.0,143.0,143.0000000000001
2025-10-09 15:15:15,LATENTVIEW-EQ,6818,No,0,10,10,431.1,427.15,I,,427.45,0.0,-39.5,-39.500000000000455
2025-10-09 15:15:15,NYKAA-EQ,6545,No,0,10,10,260.47,263.8,I,,264.4,0.0,33.3,33.29999999999984
2025-10-09 15:15:15,COMSYN-EQ,21578,No,0,10,10,156.37,158.3,I,,158.65,0.0,19.31,19.300000000000068
2025-10-09 15:15:15,VEDL-EQ,3063,No,0,10,10,478.8,483.75,I,,484.2,0.0,49.5,49.499999999999886
2025-10-09 15:15:15,GMBREW-EQ,1168,No,0,10,10,868.71,870.0,I,,897.35,0.0,12.9,12.899999999999636
2025-10-09 15:15:15,SDBL-EQ,1338,No,0,10,10,126.94,126.51,I,,126.51,0.0,-4.3,-4.299999999999926
2025-10-09 15:15:15,MOIL-EQ,20830,No,0,90,90,383.6,384.07,I,,389.2,0.0,42.2,42.29999999999734
2025-10-09 15:15:15,SAIL-EQ,2963,No,0,10,10,135.09,135.76,I,,136.63,0.0,6.7,6.699999999999875
2025-10-09 15:15:15,AUSOMENT-EQ,4037,No,0,10,10,107.0,107.43,I,,107.43,0.0,4.3,4.300000000000068
2025-10-09 15:16:30,HDFCVALUE-EQ,11260,No,0,10,10,133.87,133.8,I,,134.41,0.0,-0.7,-0.6999999999999318
2025-10-09 15:16:30,MIDQ50ADD-EQ,7456,No,0,10,10,248.66,248.66,I,,250.35,0.0,-0.05,0.0
2025-10-09 15:16:30,SBIETFCON-EQ,5168,No,0,10,10,125.99,125.18,I,,125.75,0.0,-8.1,-8.09999999999988
2025-10-09 15:16:30,ABINFRA-EQ,27020,No,0,10,10,205.99,201.21,I,,200.0,0.0,-47.8,-47.80000000000001
2025-10-09 15:16:30,PPLPHARMA-EQ,11571,No,0,10,10,197.74,197.84,I,,197.78,0.0,1.0,0.9999999999999432
2025-10-09 15:16:30,ADANIENSOL-EQ,10217,No,0,10,10,930.2,932.3,I,,932.7,0.0,21.0,20.99999999999909
2025-10-09 15:16:30,MARKSANS-EQ,10579,No,0,10,10,168.81,168.4,I,,168.48,0.0,-4.1,-4.099999999999966
2025-10-09 15:16:30,BLACKBUCK-EQ,27144,No,0,10,10,633.2,678.85,I,,676.0,0.0,456.5,456.4999999999998
2025-10-09 15:16:30,BIOCON-EQ,11373,No,0,10,10,355.0,352.2,I,,352.45,0.0,-28.0,-28.000000000000114
2025-10-09 15:16:30,SRM-EQ,23402,No,0,10,10,582.7,575.2,I,,571.65,0.0,-75.0,-75.0
2025-10-09 15:16:30,JNKINDIA-EQ,23621,No,0,10,10,325.75,319.0,I,,314.5,0.0,-67.5,-67.5
2025-10-09 15:16:30,HINDZINC-EQ,1424,No,0,10,10,496.55,510.85,I,,513.05,0.0,143.0,143.0000000000001
2025-10-09 15:16:30,LATENTVIEW-EQ,6818,No,0,10,10,431.1,427.15,I,,427.5,0.0,-39.5,-39.500000000000455
2025-10-09 15:16:30,NYKAA-EQ,6545,No,0,10,10,260.47,263.8,I,,264.29,0.0,33.3,33.29999999999984
2025-10-09 15:16:30,COMSYN-EQ,21578,No,0,10,10,156.37,158.3,I,,158.39,0.0,19.31,19.300000000000068
2025-10-09 15:16:30,VEDL-EQ,3063,No,0,10,10,478.8,483.75,I,,483.5,0.0,49.5,49.499999999999886
2025-10-09 15:16:30,GMBREW-EQ,1168,No,0,10,10,868.71,870.0,I,,904.0,0.0,12.9,12.899999999999636
2025-10-09 15:16:30,SDBL-EQ,1338,No,0,10,10,126.94,126.51,I,,126.52,0.0,-4.3,-4.299999999999926
2025-10-09 15:16:30,MOIL-EQ,20830,No,0,90,90,383.6,384.07,I,,389.95,0.0,42.2,42.29999999999734
2025-10-09 15:16:30,SAIL-EQ,2963,No,0,10,10,135.09,135.76,I,,136.55,0.0,6.7,6.699999999999875
2025-10-09 15:16:30,AUSOMENT-EQ,4037,No,0,10,10,107.0,107.43,I,,107.43,0.0,4.3,4.300000000000068
2025-10-09 15:16:56,HDFCVALUE-EQ,11260,No,0,10,10,133.87,133.8,I,,134.41,0.0,-0.7,-0.6999999999999318
2025-10-09 15:16:56,MIDQ50ADD-EQ,7456,No,0,10,10,248.66,248.66,I,,250.35,0.0,-0.05,0.0
2025-10-09 15:16:56,SBIETFCON-EQ,5168,No,0,10,10,125.99,125.18,I,,125.75,0.0,-8.1,-8.09999999999988
2025-10-09 15:16:56,ABINFRA-EQ,27020,No,0,10,10,205.99,201.21,I,,200.0,0.0,-47.8,-47.80000000000001
2025-10-09 15:16:56,PPLPHARMA-EQ,11571,No,0,10,10,197.74,197.84,I,,197.79,0.0,1.0,0.9999999999999432
2025-10-09 15:16:56,ADANIENSOL-EQ,10217,No,0,10,10,930.2,932.3,I,,933.35,0.0,21.0,20.99999999999909
2025-10-09 15:16:56,MARKSANS-EQ,10579,No,0,10,10,168.81,168.4,I,,168.58,0.0,-4.1,-4.099999999999966
2025-10-09 15:16:56,BLACKBUCK-EQ,27144,No,0,10,10,633.2,678.85,I,,677.0,0.0,456.5,456.4999999999998
2025-10-09 15:16:56,BIOCON-EQ,11373,No,0,10,10,355.0,352.2,I,,352.55,0.0,-28.0,-28.000000000000114
2025-10-09 15:16:56,SRM-EQ,23402,No,0,10,10,582.7,575.2,I,,571.65,0.0,-75.0,-75.0
2025-10-09 15:16:56,JNKINDIA-EQ,23621,No,0,10,10,325.75,319.0,I,,314.3,0.0,-67.5,-67.5
2025-10-09 15:16:56,HINDZINC-EQ,1424,No,0,10,10,496.55,510.85,I,,513.0,0.0,143.0,143.0000000000001
2025-10-09 15:16:56,LATENTVIEW-EQ,6818,No,0,10,10,431.1,427.15,I,,427.1,0.0,-39.5,-39.500000000000455
2025-10-09 15:16:56,NYKAA-EQ,6545,No,0,10,10,260.47,263.8,I,,264.33,0.0,33.3,33.29999999999984
2025-10-09 15:16:56,COMSYN-EQ,21578,No,0,10,10,156.37,158.3,I,,157.88,0.0,19.31,19.300000000000068
2025-10-09 15:16:56,VEDL-EQ,3063,No,0,10,10,478.8,483.75,I,,483.65,0.0,49.5,49.499999999999886
2025-10-09 15:16:56,GMBREW-EQ,1168,No,0,10,10,868.71,870.0,I,,903.65,0.0,12.9,12.899999999999636
2025-10-09 15:16:56,SDBL-EQ,1338,No,0,10,10,126.94,126.51,I,,126.67,0.0,-4.3,-4.299999999999926
2025-10-09 15:16:56,MOIL-EQ,20830,No,0,90,90,383.6,384.07,I,,390.8,0.0,42.2,42.29999999999734
2025-10-09 15:16:56,SAIL-EQ,2963,No,0,10,10,135.09,135.76,I,,136.67,0.0,6.7,6.699999999999875
2025-10-09 15:16:56,AUSOMENT-EQ,4037,No,0,10,10,107.0,107.43,I,,107.43,0.0,4.3,4.300000000000068
